master_part,file,offset_hex,japanese,vi_game_current,status,note
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x304c8,アニメーション,HOATANH,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x304e4,プレイヤー設定,CAIDAT,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x304f4,しんどう設定,RUNG,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x30504,１　（速い）,1 NHAN,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x30514,２　（ふつう）,2 VUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x30658,○ボタンをおしてね,NHAN O,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3066c,%sはコントローラ%sだよ！,%s TAY %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x31f64,酒場へようこそ,QUAN!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x31f74,ちょうどタイクツしてたんだ,DANG CHAN QUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x31f90,わたしと一勝負してかないかい,DAU TOI 1 VAN?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x31fb0,今からふるダイスの目がこのダイス,DOAN XUC XAC NAY,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x31fd4,より大きいかちいさいか当てるんだよ,LON HAY NHO HON?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x31ff8,最初の賞品はこいつさ,THUONG DAU,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x32010,なんだい、もう終わりかい,NGHI ROI?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3202c,…つまんないね,...CHAN,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x32048,もう勝負は終わりだよ,DAU XONG,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x32070,もう一勝負してくかい？,DAU THEM?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x32088,つぎの賞品はこいつだよ,THUONG TIEP,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x320a0,%d枚の武器カードが手に入ったよ,NHAN %d THE VK,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x320c0,でももう持ち切れないみたい,HET CHO CHUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x320dc,いらないカードを捨ててね,BO THE THUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x32138,手に入らなかったよ,KO NHAN,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3214c,%d枚、手に入れたよ,NHAN %d,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x32170,「%s」を捨てて、,"BO %s,",IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x32184,「%s」を手に入れたよ,NHAN %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3219c,「%s」を手に入れたけど,NHAN %s ROI,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x321b4,捨てたよ,BO!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f688,酒場へようこそ,QUAN!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f698,ちょうどタイクツしてたんだ,DANG CHAN QUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f6b4,わたしと一勝負してかないかい,DAU TOI 1 VAN?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f6d4,今からふるダイスの目がこのダイス,DOAN XUC XAC NAY,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f6f8,より大きいかちいさいか当てるんだよ,LON HAY NHO HON?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f71c,最初の賞品はこいつさ,THUONG DAU,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f734,なんだい、もう終わりかい,NGHI ROI?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f750,…つまんないね,...CHAN,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f76c,もう勝負は終わりだよ,DAU XONG,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f794,もう一勝負してくかい？,DAU THEM?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f7ac,つぎの賞品はこいつだよ,THUONG TIEP,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f7c4,%d枚の武器カードが手に入ったよ,NHAN %d THE VK,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f7e4,でももう持ち切れないみたい,HET CHO CHUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f800,いらないカードを捨ててね,BO THE THUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f85c,手に入らなかったよ,KO NHAN,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f870,%d枚、手に入れたよ,NHAN %d,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f894,「%s」を捨てて、,"BO %s,",IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f8a8,「%s」を手に入れたよ,NHAN %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f8c0,「%s」を手に入れたけど,NHAN %s ROI,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x3f8d8,捨てたよ,BO!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x4d278,酒場へようこそ,QUAN!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x4d288,ちょうどタイクツしてたんだ,DANG CHAN QUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x4d2a4,わたしと一勝負してかないかい,DAU TOI 1 VAN?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x4d2c4,今からふるダイスの目がこのダイス,DOAN XUC XAC NAY,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x4d2e8,より大きいかちいさいか当てるんだよ,LON HAY NHO HON?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x4d30c,最初の賞品はこいつさ,THUONG DAU,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x4d324,なんだい、もう終わりかい,NGHI ROI?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x4d340,…つまんないね,...CHAN,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x4d35c,もう勝負は終わりだよ,DAU XONG,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x4d384,もう一勝負してくかい？,DAU THEM?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x4d39c,つぎの賞品はこいつだよ,THUONG TIEP,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x4d3b4,%d枚の武器カードが手に入ったよ,NHAN %d THE VK,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x4d3d4,でももう持ち切れないみたい,HET CHO CHUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part01.csv,PRGPACK.BDP,0x4d3f0,いらないカードを捨ててね,BO THE THUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x4d44c,手に入らなかったよ,KO NHAN,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x4d460,%d枚、手に入れたよ,NHAN %d,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x4d484,「%s」を捨てて、,"BO %s,",IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x4d498,「%s」を手に入れたよ,NHAN %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x4d4b0,「%s」を手に入れたけど,NHAN %s ROI,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x4d4c8,捨てたよ,BO!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5af4c,酒場へようこそ,QUAN!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5af5c,ちょうどタイクツしてたんだ,DANG CHAN QUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5af78,わたしと一勝負してかないかい,DAU TOI 1 VAN?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5af98,今からふるダイスの目がこのダイス,DOAN XUC XAC NAY,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5afbc,より大きいかちいさいか当てるんだよ,LON HAY NHO HON?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5afe0,最初の賞品はこいつさ,THUONG DAU,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5aff8,なんだい、もう終わりかい,NGHI ROI?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5b014,…つまんないね,...CHAN,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5b030,もう勝負は終わりだよ,DAU XONG,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5b058,もう一勝負してくかい？,DAU THEM?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5b070,つぎの賞品はこいつだよ,THUONG TIEP,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5b088,%d枚の武器カードが手に入ったよ,NHAN %d THE VK,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5b0a8,でももう持ち切れないみたい,HET CHO CHUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5b0c4,いらないカードを捨ててね,BO THE THUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5b120,手に入らなかったよ,KO NHAN,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5b134,%d枚、手に入れたよ,NHAN %d,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5b158,「%s」を捨てて、,"BO %s,",IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5b16c,「%s」を手に入れたよ,NHAN %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5b184,「%s」を手に入れたけど,NHAN %s ROI,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part02.csv,PRGPACK.BDP,0x5b19c,捨てたよ,BO!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part03.csv,PRGPACK.BDP,0x67fa4,「%s」を手に入れたよ,NHAN %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,PRGPACK.BDP,0xbfbec,この設定でいいかしら？,XAC NHAN?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,PRGPACK.BDP,0xbfd2c,キャラクターをえらんでね,CHON NHANVAT,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,PRGPACK.BDP,0xbfe4c,○ボタンをおしてね！,NHAN NUT O,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,PRGPACK.BDP,0xddd68,ゲームをはじめるよ,BAT DAU!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,PRGPACK.BDP,0xddd7c,データがないわよ,KO DATA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,PRGPACK.BDP,0xde110,ＳＬＯＴをえらんでね,CHON SLOT,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x938,%dゼニーあげるね,+%d ZENNY,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x958,体力が５０回復したよ！,HOI 50HP!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x970,%sに止まったよ,DUNG %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x980,%sの土地に,DAT %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x98c,止まっちゃったよ,DA DUNG!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x9ac,土地をかけて戦うことができるよ,CHIEN LAY DAT,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x9dc,武器カードが手に入るわ,NHAN THE VK,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
