file,offset_hex,japanese,vi_accented,field_bytes,vi_bytes,free_bytes,source,category
PRGPACK.BDP,0x304a8,セリフ速度,Tốc,10,6,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x304b4,セリフ表示,Thoại,10,10,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x304c0,ボイス,âm,6,4,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x304c8,アニメーション,H.ảnh,14,10,4,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
PRGPACK.BDP,0x304e4,プレイヤー設定,Cài đặt,14,14,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x304f4,しんどう設定,Rung,12,8,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x30504,１　（速い）,1Nhanh,12,12,0,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
PRGPACK.BDP,0x30514,２　（ふつう）,2 Vừa,14,10,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x30658,○ボタンをおしてね,Nhấn O,18,12,6,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3066c,%sはコントローラ%sだよ！,%s tay %s,24,14,10,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x31f64,酒場へようこそ,Chào!,14,10,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x31f74,ちょうどタイクツしてたんだ,Đang chán quá,26,26,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x31f90,わたしと一勝負してかないかい,Đấu với ta?,28,22,6,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x31fb0,今からふるダイスの目がこのダイス,So số sắp gieo,32,28,4,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
PRGPACK.BDP,0x31fd4,より大きいかちいさいか当てるんだよ,Đoán lớn/nhỏ,34,24,10,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x31ff8,最初の賞品はこいつさ,Thưởng đầu,20,20,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x32010,なんだい、もう終わりかい,Nghỉ rồi à?,24,22,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3202c,…つまんないね,...Chán,14,14,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x32048,もう勝負は終わりだよ,Đấu xong,20,16,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x32070,もう一勝負してくかい？,Đấu nữa?,22,16,6,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x32088,つぎの賞品はこいつだよ,Thưởng tiếp,22,22,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x320a0,%d枚の武器カードが手に入ったよ,Nhận %d thẻ VK,30,26,4,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0x320c0,でももう持ち切れないみたい,Hết chỗ rồi,26,22,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x320dc,いらないカードを捨ててね,Bỏ thẻ thừa,24,22,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x32138,手に入らなかったよ,Không có,18,16,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3214c,%d枚、手に入れたよ,Có %d thẻ,18,16,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x32170,「%s」を捨てて、,"Bỏ %s,",16,10,6,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0x32184,「%s」を手に入れたよ,Nhận %s,20,12,8,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3219c,「%s」を手に入れたけど,"Có %s, nhưng",22,22,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x321b4,捨てたよ,Bỏ!,8,6,2,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f688,酒場へようこそ,Chào!,14,10,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f698,ちょうどタイクツしてたんだ,Đang chán quá,26,26,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f6b4,わたしと一勝負してかないかい,Đấu với ta?,28,22,6,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f6d4,今からふるダイスの目がこのダイス,So số sắp gieo,32,28,4,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f6f8,より大きいかちいさいか当てるんだよ,Đoán lớn/nhỏ,34,24,10,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f71c,最初の賞品はこいつさ,Thưởng đầu,20,20,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f734,なんだい、もう終わりかい,Nghỉ rồi à?,24,22,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f750,…つまんないね,...Chán,14,14,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f76c,もう勝負は終わりだよ,Đấu xong,20,16,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f794,もう一勝負してくかい？,Đấu nữa?,22,16,6,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f7ac,つぎの賞品はこいつだよ,Thưởng tiếp,22,22,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f7c4,%d枚の武器カードが手に入ったよ,Nhận %d thẻ VK,30,26,4,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f7e4,でももう持ち切れないみたい,Hết chỗ rồi,26,22,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f800,いらないカードを捨ててね,Bỏ thẻ thừa,24,22,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f85c,手に入らなかったよ,Không có,18,16,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f870,%d枚、手に入れたよ,Có %d thẻ,18,16,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f894,「%s」を捨てて、,"Bỏ %s,",16,10,6,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f8a8,「%s」を手に入れたよ,Nhận %s,20,12,8,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f8c0,「%s」を手に入れたけど,"Có %s, nhưng",22,22,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x3f8d8,捨てたよ,Bỏ!,8,6,2,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d278,酒場へようこそ,Chào!,14,10,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d288,ちょうどタイクツしてたんだ,Đang chán quá,26,26,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d2a4,わたしと一勝負してかないかい,Đấu với ta?,28,22,6,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d2c4,今からふるダイスの目がこのダイス,So số sắp gieo,32,28,4,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d2e8,より大きいかちいさいか当てるんだよ,Đoán lớn/nhỏ,34,24,10,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d30c,最初の賞品はこいつさ,Thưởng đầu,20,20,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d324,なんだい、もう終わりかい,Nghỉ rồi à?,24,22,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d340,…つまんないね,...Chán,14,14,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d35c,もう勝負は終わりだよ,Đấu xong,20,16,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d384,もう一勝負してくかい？,Đấu nữa?,22,16,6,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d39c,つぎの賞品はこいつだよ,Thưởng tiếp,22,22,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d3b4,%d枚の武器カードが手に入ったよ,Nhận %d thẻ VK,30,26,4,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d3d4,でももう持ち切れないみたい,Hết chỗ rồi,26,22,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d3f0,いらないカードを捨ててね,Bỏ thẻ thừa,24,22,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d44c,手に入らなかったよ,Không có,18,16,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d460,%d枚、手に入れたよ,Có %d thẻ,18,16,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d484,「%s」を捨てて、,"Bỏ %s,",16,10,6,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d498,「%s」を手に入れたよ,Nhận %s,20,12,8,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d4b0,「%s」を手に入れたけど,"Có %s, nhưng",22,22,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x4d4c8,捨てたよ,Bỏ!,8,6,2,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5af4c,酒場へようこそ,Chào!,14,10,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5af5c,ちょうどタイクツしてたんだ,Đang chán quá,26,26,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5af78,わたしと一勝負してかないかい,Đấu với ta?,28,22,6,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5af98,今からふるダイスの目がこのダイス,So số sắp gieo,32,28,4,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5afbc,より大きいかちいさいか当てるんだよ,Đoán lớn/nhỏ,34,24,10,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5afe0,最初の賞品はこいつさ,Thưởng đầu,20,20,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5aff8,なんだい、もう終わりかい,Nghỉ rồi à?,24,22,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5b014,…つまんないね,...Chán,14,14,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5b030,もう勝負は終わりだよ,Đấu xong,20,16,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5b058,もう一勝負してくかい？,Đấu nữa?,22,16,6,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5b070,つぎの賞品はこいつだよ,Thưởng tiếp,22,22,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5b088,%d枚の武器カードが手に入ったよ,Nhận %d thẻ VK,30,26,4,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5b0a8,でももう持ち切れないみたい,Hết chỗ rồi,26,22,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5b0c4,いらないカードを捨ててね,Bỏ thẻ thừa,24,22,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5b120,手に入らなかったよ,Không có,18,16,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5b134,%d枚、手に入れたよ,Có %d thẻ,18,16,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5b158,「%s」を捨てて、,"Bỏ %s,",16,10,6,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5b16c,「%s」を手に入れたよ,Nhận %s,20,12,8,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5b184,「%s」を手に入れたけど,"Có %s, nhưng",22,22,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0x5b19c,捨てたよ,Bỏ!,8,6,2,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
PRGPACK.BDP,0x67fa4,「%s」を手に入れたよ,Nhận %s,20,12,8,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0xbfbec,この設定でいいかしら？,Xác nhận?,22,18,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0xbfd2c,キャラクターをえらんでね,Chọn tướng,24,20,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0xbfe4c,○ボタンをおしてね！,Nhấn O!,20,14,6,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
PRGPACK.BDP,0xddd68,ゲームをはじめるよ,Bắt đầu!,18,16,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0xddd7c,データがないわよ,Không có,16,16,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
PRGPACK.BDP,0xde110,ＳＬＯＴをえらんでね,Chọn SLOT,20,18,2,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
SLPS_020.75,0x938,%dゼニーあげるね,Tặng %d Z,16,16,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
SLPS_020.75,0x958,体力が５０回復したよ！,Hồi 50 HP!,22,20,2,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
SLPS_020.75,0x970,%sに止まったよ,Dừng %s,14,12,2,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
SLPS_020.75,0x980,%sの土地に,Đất %s,10,10,0,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
SLPS_020.75,0x98c,止まっちゃったよ,Đã dừng!,16,16,0,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
SLPS_020.75,0x9ac,土地をかけて戦うことができるよ,Đấu giành đất,30,26,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
SLPS_020.75,0x9dc,武器カードが手に入るわ,Nhận thẻ VK,22,22,0,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
SLPS_020.75,0xa14,所持金の２０％とられるよ,Mất 20% tiền,24,24,0,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
SLPS_020.75,0xa50,土地代の２０％とられるよ,-20% giá đất,24,24,0,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
SLPS_020.75,0xabc,%sは一回休みよ！,%s nghỉ!,16,14,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
SLPS_020.75,0xad0,%sの番よ！,Tới %s,10,10,0,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
SLPS_020.75,0xb08,戦いをしかけるよね？,Đấu nhé?,20,16,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
SLPS_020.75,0xe08,「%s」を手に入れたよ,Nhận %s,20,12,8,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
SLPS_020.75,0xe20,「%s」を手に入れたけど,"Có %s, nhưng",22,22,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
SLPS_020.75,0xe38,捨てたよ,Bỏ!,8,6,2,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
SLPS_020.75,0xe54,これでいい？,Được?,12,10,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
SLPS_020.75,0xe64,はい　　いいえ,Có/Ko,14,10,4,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
SLPS_020.75,0xe9c,使用するカードをえらんでね,Chọn thẻ dùng,26,26,0,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
SLPS_020.75,0xeb8,「%s」を使うね,Dùng %s,14,12,2,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
SLPS_020.75,0x1130,サンダー,Sấm,8,6,2,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
SLPS_020.75,0x1158,ハリケーン,Bão,10,6,4,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
SLPS_020.75,0x117c,クロスボウ,Nỏ,10,4,6,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
SLPS_020.75,0x11a0,ロングソード,Kiếm,12,8,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
SLPS_020.75,0x11e0,ハンマー,Búa,8,6,2,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
SLPS_020.75,0x11ec,運がよければ敵を倒せるかも,May hạ địch,26,22,4,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
SLPS_020.75,0x1208,特殊　速度６　使い捨て,ĐB tốc6 1L,22,20,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
SLPS_020.75,0x1220,いちかばちか,Liều!,12,10,2,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
SLPS_020.75,0x1230,あいてのカード一枚を破壊する,Phá thẻ địch,28,24,4,BATCH22_COMPACT_0.6.31.0.csv,batch24-residual-exact
SLPS_020.75,0x1260,ポリタンがみがわりに！？,Politan chắn,24,24,0,BATCH23_COMPACT_0.6.32.0.csv,batch24-residual-exact
SLPS_020.75,0x3394,「%s」を手に入れたよ,Nhận %s,20,12,8,BATCH21_SEMANTIC_0.6.30.0.csv,batch24-residual-exact
