file,offset_hex,japanese,vi_full,vi_runtime_current,status,note
PRGPACK.BDP,0x68024,表武器カード,Thẻ Vũ khí mặt trước,Thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"表 dịch sát nghĩa để phân biệt với 裏"
PRGPACK.BDP,0x68088,そんな土地ないじゃない,Đâu có mảnh đất như thế.,Không có,SOURCE_FULL_TRANSLATED_ONLY,"Phản hồi lựa chọn không hợp lệ"
PRGPACK.BDP,0x680a0,%sを売ったよ,Đã bán %s.,bán %s,SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên token %s"
PRGPACK.BDP,0x68698,もう１回行動できるよ！！,Bạn có thể hành động thêm một lần nữa!!,Thêm lượt!!,SOURCE_FULL_TRANSLATED_ONLY,"Hiệu ứng thêm hành động"
PRGPACK.BDP,0x686b4,同じマスに止まってる人のお金を,Tiền của người đang dừng cùng ô với bạn...,Lấy tiền cùng ô,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu nối với dòng kế tiếp"
PRGPACK.BDP,0x686d4,はんぶん盗めるよ！！,...có thể trộm một nửa!!,Trộm 1/2!!,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu kết"
PRGPACK.BDP,0x686ec,通行税なんかふみたおしちゃえ！！,Cứ quỵt phí qua đường đi!!,Quỵt phí QD!!,SOURCE_FULL_TRANSLATED_ONLY,"ふみたおす = cố tình không trả/quỵt"
PRGPACK.BDP,0x68710,シンボルを一つ壊せるよ,Bạn có thể phá một Biểu tượng.,Phá 1 biểu,SOURCE_FULL_TRANSLATED_ONLY,"シンボル = Biểu tượng"
PRGPACK.BDP,0x68748,神さまからのプレゼント！！,Quà từ các vị thần!!,Quà thần!!,SOURCE_FULL_TRANSLATED_ONLY,"Sắc thái fantasy"
PRGPACK.BDP,0x68764,土地を１つもらえるよ！！,Bạn sẽ nhận được một mảnh đất!!,Nhận 1 đất!!,SOURCE_FULL_TRANSLATED_ONLY,"Hiệu ứng thưởng"
PRGPACK.BDP,0x68780,もらえるお金が倍になるよ！！,Số tiền nhận được sẽ tăng gấp đôi!!,Tiền nhận x2!!,SOURCE_FULL_TRANSLATED_ONLY,"Hiệu ứng x2"
PRGPACK.BDP,0x687a0,お店破壊なんてガードしちゃえ！！,Chặn mọi vụ phá cửa hàng đi!!,Chặn phá shop!!,SOURCE_FULL_TRANSLATED_ONLY,"ガード = bảo vệ/chặn"
PRGPACK.BDP,0x687c4,ほかの人と同じマスに止まったよ,Bạn đã dừng cùng ô với người khác.,Trùng ô người,SOURCE_FULL_TRANSLATED_ONLY,"Gameplay cùng ô"
PRGPACK.BDP,0x687e4,戦いをしかけるよ？,Khiêu chiến chứ?,Đấu nhé?,SOURCE_FULL_TRANSLATED_ONLY,"しかける = chủ động phát động"
PRGPACK.BDP,0x687f8,お金なんかふみたおしちゃえ！！,Cứ quỵt khoản tiền đó đi!!,Quỵt tiền!!,SOURCE_FULL_TRANSLATED_ONLY,"ふみたおす = cố tình không trả/quỵt"
PRGPACK.BDP,0x68888,飛ばすぜ ！！,Ta sẽ cho ngươi bay!!,Bay!!,SOURCE_FULL_TRANSLATED_ONLY,"Lời thoại nhân vật; giữ giọng ngông"
PRGPACK.BDP,0x68898,なにぃ～い 通行税だと？,Cái gììì? Phí qua đường á?,Phí à?,SOURCE_FULL_TRANSLATED_ONLY,"Giữ sắc thái kéo dài ～"
PRGPACK.BDP,0x688b0,何で わしが はらわにゃ ならんのだ！！,Tại sao ta lại phải trả chứ!!,Sao ta phải trả!!,SOURCE_FULL_TRANSLATED_ONLY,"わし + phủ định cổ, giữ giọng nhân vật lớn tuổi/ngạo nghễ"
PRGPACK.BDP,0x688ec,金斗雲,Mây Cân Đẩu,Mây,SOURCE_FULL_TRANSLATED_ONLY,"Tên vật thể; dịch theo hình ảnh mây cưỡi"
PRGPACK.BDP,0x68968,あっなんか,"Ơ, hình như...",Ơ...,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu"
PRGPACK.BDP,0x68974,多くもらっちゃった,Lỡ nhận nhiều quá rồi.,Nhận thêm,SOURCE_FULL_TRANSLATED_ONLY,"Lời thoại thân mật"
PRGPACK.BDP,0x68988,お金が 持ち切れないみたい,Có vẻ không mang hết số tiền này được.,Tiền đầy,SOURCE_FULL_TRANSLATED_ONLY,"Thông báo vượt sức chứa tiền"
PRGPACK.BDP,0x689a4,最大 99999までよ,Tối đa chỉ được 99999 thôi.,TĐ99999,SOURCE_FULL_TRANSLATED_ONLY,"Giữ số 99999"
PRGPACK.BDP,0x689b8,聖地に 預けておいたから,"Tôi đã gửi phần dư ở Thánh địa rồi,",Gửi Thánh,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu nối với dòng kế"
PRGPACK.BDP,0x689d0,聖地で 引き落としてね,hãy rút tại Thánh địa nhé.,Rút Thánh,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu kết"
PRGPACK.BDP,0x689e8,(速い者順),(Theo thứ tự người nhanh nhất),(Tốc),SOURCE_FULL_TRANSLATED_ONLY,"Nhãn thứ tự dựa trên tốc độ"
PRGPACK.BDP,0x689f4,我が けんぞくよ,Hỡi thuộc hạ của ta.,Hạ ta,SOURCE_FULL_TRANSLATED_ONLY,"けんぞく = 眷属, thuộc hạ/quyến thuộc"
PRGPACK.BDP,0x68a04,退け,Lui ra!,Xê,SOURCE_FULL_TRANSLATED_ONLY,"Mệnh lệnh ngắn"
PRGPACK.BDP,0x68a0c,へへん,Hừ!,Hê,SOURCE_FULL_TRANSLATED_ONLY,"Thán từ đắc ý"
PRGPACK.BDP,0x68a28,我に 近付くとは,Dám đến gần ta...,Dám gần,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu"
PRGPACK.BDP,0x68a38,小賢しい,Khôn lỏi!,Láu!,SOURCE_FULL_TRANSLATED_ONLY,"Lời mắng mang sắc thái coi thường"
PRGPACK.BDP,0x68a44,ん？,Hử?,Hả,SOURCE_FULL_TRANSLATED_ONLY,"Thán từ"
PRGPACK.BDP,0x68a4c,いっちょう やってみっか,Thử làm một trận xem nào.,Đấu nhé?,SOURCE_FULL_TRANSLATED_ONLY,"Giọng nói suồng sã"
PRGPACK.BDP,0x68a64,勝利者,Người chiến thắng,VĐ,SOURCE_FULL_TRANSLATED_ONLY,"Nhãn kết quả"
PRGPACK.BDP,0x68aa8,俺さまが遊んでやるぜ！,Ta sẽ chơi với ngươi!,Ta chơi!,SOURCE_FULL_TRANSLATED_ONLY,"俺さま giữ giọng ngạo nghễ"
PRGPACK.BDP,0x68ae4,%sのラッキー！！,%s gặp may!!,%s hên!,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s ở đầu như nguồn"
PRGPACK.BDP,0x68afc,悪いな%s,"Xin lỗi nhé, %s",Xin%s,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s sau lời dẫn như nguồn"
PRGPACK.BDP,0x68b08,%dゼニーもらってゆくぜ,Ta lấy %d Zenny nhé.,lấy %d Zenny,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %d"
PRGPACK.BDP,0x68b20,%dゼニー,%d Zenny,%d Z,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %d"
PRGPACK.BDP,0x68b9c,は～はっは 破壊じゃ 破壊じゃ,Ha ha ha! Phá hủy! Phá hủy!,Ha! Phá hủy!,SOURCE_FULL_TRANSLATED_ONLY,"Giữ giọng cười và lặp nhấn mạnh"
PRGPACK.BDP,0x68bbc,どれを 破壊してくれようぞ！！,Ta nên phá cái nào đây!!,Phá cái nào!!,SOURCE_FULL_TRANSLATED_ONLY,"Giọng nhân vật cổ/ngạo nghễ"
PRGPACK.BDP,0x68bdc,この シンボルは,Biểu tượng này...,Biểu:,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu"
PRGPACK.BDP,0x68bf4,カスが ,Đồ rác rưởi.,Rác,SOURCE_FULL_TRANSLATED_ONLY,"Lời miệt thị của nhân vật"
PRGPACK.BDP,0x68bfc,ぐぬぅ～,Gừừ...,Grrr,SOURCE_FULL_TRANSLATED_ONLY,"Tiếng gầm bực tức"
PRGPACK.BDP,0x68c08,なんか 気がのらん,Ta chẳng có hứng.,Chán,SOURCE_FULL_TRANSLATED_ONLY,"Giọng nhân vật"
PRGPACK.BDP,0x68c30,墓地,Nghĩa địa,Mộ,SOURCE_FULL_TRANSLATED_ONLY,"Tên công trình/ô"
PRGPACK.BDP,0x68c38,浴場,Nhà tắm,T.,SOURCE_FULL_TRANSLATED_ONLY,"Tên công trình/ô"
PRGPACK.BDP,0x68ca4,施設    %s,Công trình %s,Nhà %s,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s"
PRGPACK.BDP,0x68cb0,所有者  %s,Chủ sở hữu %s,Chủ %s,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s"
PRGPACK.BDP,0x68cbc,通行税  %4d,Phí qua đường %4d,Phí%4d,SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên token %4d"
PRGPACK.BDP,0x68cc8,価値    %4d,Giá trị %4d,Giá%4d,SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên token %4d"
PRGPACK.BDP,0x68cd4,買えません,Không thể mua.,Không,SOURCE_FULL_TRANSLATED_ONLY,"Thông báo UI"
PRGPACK.BDP,0x68ce0,します,Thực hiện.,Làm,SOURCE_FULL_TRANSLATED_ONLY,"Mục hành động độc lập; không suy diễn chủ ngữ"
PRGPACK.BDP,0x68ce8,どこかにワープ,Dịch chuyển đến đâu đó,Biến đi,SOURCE_FULL_TRANSLATED_ONLY,"ワープ = dịch chuyển/warp"
