file,offset_hex,japanese,vi_full,vi_game_current,status,note
SLPS_020.75,0x2050,大幸運,Đại May Mắn,DAI MAY,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2064,盗賊の援助,Viện Trợ Của Đạo Tặc,DAO TAC,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2078,魔法使いの援助,Viện Trợ Của Pháp Sư,PHAP SU,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x208c,ＧＯマスおくり,Đưa Đến Ô GO,DEN O GO,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x20a0,ワープ,Dịch Chuyển,WARP,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x20b4,大国の混乱,Hỗn Loạn Đại Quốc,HON LOAN,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x20c8,領主からの使者,Sứ Giả Của Lãnh Chúa,SU GIA,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x20dc,小領主の協力,Sự Hợp Tác Của Tiểu Lãnh Chúa,TIEU LC,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x20f0,大領主の協力,Sự Hợp Tác Của Đại Lãnh Chúa,DAI LC,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2104,じしん,Động Đất,DONGDAT,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2118,落雷,Sét Đánh,SET,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x212c,大国からの使者,Sứ Giả Từ Đại Quốc,SU GIA,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2140,大国からの使者,Sứ Giả Từ Đại Quốc,SU GIA,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2154,大国の援助,Viện Trợ Đại Quốc,VIEN TRO,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2168,領地購入,Mua Lãnh Địa,MUA DAT,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x217c,魔王のこうりん,Ma Vương Giáng Lâm,MA VUONG,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2190,魔王しょうかん,Triệu Hồi Ma Vương,GOI MA,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x21a4,魔王のきょうふ,Nỗi Khiếp Sợ Ma Vương,SO MA,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x21b8,魔王の気まぐれ,Sự Thất Thường Của Ma Vương,MA NGHICH,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x21cc,魔王のゆうわく,Sự Cám Dỗ Của Ma Vương,CAM DO,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x21e0,お店破壊,Phá Cửa Hàng,PHA SHOP,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x21f4,ルート変更,Đổi Tuyến Đường,DOI DUONG,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2208,時の神のいたず,Trò Nghịch Của Thần Thời...,THAN GIO,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x221c,運の神の休息,Thần Vận Nghỉ Ngơi,THAN MAY,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2230,ふみたおし,Quỵt Nợ,QUYT,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2244,バトルカード,Thẻ Chiến Đấu,THE DAU,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2258,地震,Động Đất,DONGDAT,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x226c,邪神像,Tượng Tà Thần,TA THAN,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2280,悪魔の塔,Tháp Ác Ma,THAP MA,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2294,はかば,Nghĩa Địa,NGHIA,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x22a8,温泉,Suối Nước Nóng,SUOI,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x22bc,女神像,Tượng Nữ Thần,NU THAN,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x22d0,庭園,Vườn,VUON,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x22e4,大聖堂,Đại Thánh Đường,THANHDUONG,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x22f8,サーカス,Rạp Xiếc,XIEC,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x230c,呪いの沼,Đầm Lầy Nguyền Rủa,DAM NGUYEN,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2320,死神像,Tượng Tử Thần,TU THAN,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2334,ダイス３つ,3 Xúc Xắc,3 XUCXAC,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2348,ダイス４つ,4 Xúc Xắc,4 XUCXAC,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x235c,１進む,Tiến 1 Ô,TIEN1,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2370,２進む,Tiến 2 Ô,TIEN2,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2384,３進む,Tiến 3 Ô,TIEN3,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2398,４進む,Tiến 4 Ô,TIEN4,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x23ac,５進む,Tiến 5 Ô,TIEN5,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x23c0,６進む,Tiến 6 Ô,TIEN6,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x23d4,お店破壊,Phá Cửa Hàng,PHA SHOP,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x23e8,カード交換,Đổi Thẻ,DOI THE,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x244c,ヤスツナ,Yasutsuna,YASU,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2458,ガラハッド,Galahad,GALAH,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2464,ティアラ,Tiara,TIARA,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2470,ゴライアス,Goliath,GOLIA,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x247c,メグメグ,Megumegu,MEGUMEGU,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2488,アガート,Agate,AGATE,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2494,シンバッド,Sinbad,SINBAD,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2580,れん金術,Giả Kim Thuật,GIA KIM,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x263c,病院,Bệnh Viện,BENH,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x264a,騎士団,Đoàn Kỵ Sĩ,HIEPSI,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2658,修道会,Tu Viện,TUVIEN,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2666,れん金術,Giả Kim Thuật,GIA KIM,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2674,武器屋,Tiệm Vũ Khí,TIEMVK,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2858,やったー！！,Tuyệt quá!!,TUYET!!,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2868,このエリアはあなたのものよ！！,Khu vực này thuộc về bạn!!,KHU NAY CUA BAN,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2888,このエリアはあなたたちのものよ！！,Khu vực này thuộc về các bạn!!,KHU NAY CUA BAN,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x28ac,土地の資産価値もどーんとアップ！,Giá trị tài sản của đất tăng vọt!,GIATRI DAT TANG,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x28d0,土地の持ち主が変わったよ,Chủ sở hữu mảnh đất đã thay đổi.,DOI CHU DAT,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x28ec,体力が０になったから、ちりょうひ,"Vì HP đã về 0, viện phí...",HP0 TRA VIENPHI,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2910,２００ゼニーをもらうわよ！,Bạn nhận được 200 Zenny!,NHAN200 ZENNY,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2c44,何がおこるのかな,Không biết chuyện gì sẽ xảy ra nhỉ?,CO GI DAY?,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2c58,２枚まで交換できるよ！,Bạn có thể đổi tối đa 2 lá!,DOI TOI DA2,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2c70,大チャンス！ライバルと武器カードを,Cơ hội lớn! Thẻ Vũ khí với đối thủ...,COHOI DOI THE VK,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2c94,「カード交換」,“Đổi Thẻ”,「DOI THE」,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2ca4,壊してくれるわよ,...sẽ phá hủy giúp bạn.,SE PHA,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2cb8,えらんだエリアのお店を魔王が全部,"Toàn bộ cửa hàng trong khu đã chọn, Ma Vương...",MA PHA SHOP KHU,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2cdc,「お店破壊」,“Phá Cửa Hàng”,「PHA SHOP」,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2cec,６マス進めるよ,Bạn có thể tiến 6 ô.,TIEN 6 O,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2cfc,「６進む」,“Tiến 6 Ô”,「TIEN6」,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2d08,５マス進めるよ,Bạn có thể tiến 5 ô.,TIEN 5 O,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2d18,「５進む」,“Tiến 5 Ô”,「TIEN5」,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2d24,４マス進めるよ,Bạn có thể tiến 4 ô.,TIEN 4 O,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x2d34,「４進む」,“Tiến 4 Ô”,「TIEN4」,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
