file,offset_hex,japanese,vi_full,vi_runtime_current,status,note
PRGPACK.BDP,0x68e68,止まるとイベン,Khi dừng lại, bạn sẽ nhận...,Sự kiện,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bắt đầu cụm イベントカード"
PRGPACK.BDP,0x68e78,できます,...có thể thực hiện.,Được,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu kết"
PRGPACK.BDP,0x68e84,しかけることが,...có thể khơi mào...,Mở,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu"
PRGPACK.BDP,0x68e94,あいてに戦闘を,Có thể thách đấu đối thủ...,Đấu,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; nối với field kế cận"
PRGPACK.BDP,0x68ea4,止まると好きな,Khi dừng lại, bạn có thể chọn tùy ý...,Tùy,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; không đoán phần sau"
PRGPACK.BDP,0x68eb8,所有者なし,Không có chủ sở hữu,Trống,SOURCE_FULL_TRANSLATED_ONLY,"Nhãn trạng thái tài sản"
PRGPACK.BDP,0x68edc,通行税 %4d,Phí qua đường %4d,Phí%4d,SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên token %4d"
PRGPACK.BDP,0x68ee8,通行税 %+3d％,Phí qua đường %+3d%,Phí%+3d%,SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên token %+3d và giá trị phần trăm"
PRGPACK.BDP,0x962c0,%sのラッキー！！,%s gặp may!!,%s hên!,SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên token %s"
PRGPACK.BDP,0xb9048,%dゼニーはらってね,Hãy trả %d Zenny nhé.,Trả %dZ,SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên token %d"
PRGPACK.BDP,0xbfbec,この設定でいいかしら？,Thiết lập này ổn chứ?,Xác nhận?,SOURCE_FULL_TRANSLATED_ONLY,"Prompt xác nhận thiết lập"
PRGPACK.BDP,0xbfd2c,キャラクターをえらんでね,Hãy chọn nhân vật nhé.,Chọn tướng,SOURCE_FULL_TRANSLATED_ONLY,"Character Select text-backed anchor"
PRGPACK.BDP,0xbfe4c,○ボタンをおしてね！,Hãy nhấn nút ○ nhé!,Nhấn O!,SOURCE_FULL_TRANSLATED_ONLY,"Giữ ý nút Circle của PlayStation"
PRGPACK.BDP,0xddd68,ゲームをはじめるよ,Bắt đầu trò chơi nhé!,Bắt đầu!,SOURCE_FULL_TRANSLATED_ONLY,"Prompt bắt đầu game"
PRGPACK.BDP,0xddd7c,データがないわよ,Không có dữ liệu.,Không có,SOURCE_FULL_TRANSLATED_ONLY,"Thông báo dữ liệu"
PRGPACK.BDP,0xde110,ＳＬＯＴをえらんでね,Hãy chọn SLOT nhé.,Chọn SLOT,SOURCE_FULL_TRANSLATED_ONLY,"Giữ thuật ngữ SLOT của UI"
SLPS_020.75,0x938,%dゼニーあげるね,Tặng bạn %d Zenny nhé.,Tặng %d Z,SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên token %d"
SLPS_020.75,0x94c,ＧＯマス,Ô GO,Ô GO,SOURCE_FULL_TRANSLATED_ONLY,"Tên ô bàn cờ"
SLPS_020.75,0xad0,%sの番よ！,Đến lượt %s!,Tới %s,SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên token %s"
SLPS_020.75,0xdf8,「%s」を捨てて,Hãy bỏ “%s”...,Bỏ %s,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; giữ token %s"
SLPS_020.75,0xe08,「%s」を手に入れたよ,Đã nhận được “%s”.,Nhận %s,SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên token %s"
SLPS_020.75,0xe20,「%s」を手に入れたけど,Đã nhận được “%s”, nhưng...,"Có %s, nhưng",SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; giữ token %s"
SLPS_020.75,0xe38,捨てたよ,Đã bỏ đi.,Bỏ!,SOURCE_FULL_TRANSLATED_ONLY,"Thông báo bỏ vật phẩm/thẻ"
SLPS_020.75,0xe64,はい　　いいえ,Có    Không,Có/Ko,SOURCE_FULL_TRANSLATED_ONLY,"Lựa chọn Yes/No"
