file,offset_hex,japanese,vi_full,vi_runtime_current,status,note
SLPS_020.75,0x76834,ジガー,Jiger,Jig,SOURCE_FULL_TRANSLATED_ONLY,"Tên nhân vật; dùng romanization nhất quán với runtime Jig"
SLPS_020.75,0x7683c,騎士団,Đoàn Kỵ Sĩ,Kỵ,SOURCE_FULL_TRANSLATED_ONLY,"Tên tổ chức/công trình"
SLPS_020.75,0x76844,修道会,Hội Tu Sĩ,Đạo,SOURCE_FULL_TRANSLATED_ONLY,"Tên tổ chức/công trình"
SLPS_020.75,0x7684c,病院,Bệnh Viện,BV,SOURCE_FULL_TRANSLATED_ONLY,"Tên công trình"
SLPS_020.75,0x76854,武器屋,Cửa Hàng Vũ Khí,VK,SOURCE_FULL_TRANSLATED_ONLY,"Tên công trình"
SLPS_020.75,0x7685c,バンク,Ngân Hàng,NH,SOURCE_FULL_TRANSLATED_ONLY,"Bank"
SLPS_020.75,0x76868,%sの,Của %s,%s:,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; giữ token %s"
SLPS_020.75,0x76870,%sね,%s nhỉ.,%s!,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh thoại; giữ token %s"
SLPS_020.75,0x768d0,軍資金,Quân Quỹ,Quỹ,SOURCE_FULL_TRANSLATED_ONLY,"Nhãn tài chính"
SLPS_020.75,0x768d8,資金額,Số Vốn,Vốn,SOURCE_FULL_TRANSLATED_ONLY,"Nhãn tài chính"
SLPS_020.75,0x7690c,%sは,Còn %s thì...,%s:,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; giữ token %s"
