file,offset_hex,japanese,vi_full,vi_runtime_current,status,note
PRGPACK.BDP,0x608,手に入らなかったよ,Bạn không nhận được lá nào.,Không có,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu kết quả nhận bài"
PRGPACK.BDP,0x61c,%d枚、手に入れたよ,Bạn nhận được %d lá.,Có %d thẻ,SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên token %d"
PRGPACK.BDP,0x630,武器カードを,Thẻ Vũ khí...,Thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; giữ trung tính để ghép ngữ cảnh"
PRGPACK.BDP,0x640,「%s」を捨てて、,"Bỏ “%s” đi, rồi...","Bỏ %s,",SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên token %s và thứ tự token"
PRGPACK.BDP,0x654,「%s」を手に入れたよ,Bạn nhận được “%s”.,Nhận %s,SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên token %s"
PRGPACK.BDP,0x66c,「%s」を手に入れたけど,"Bạn nhận được “%s”, nhưng...","Có %s, nhưng",SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên token %s; mảnh câu"
PRGPACK.BDP,0x684,捨てたよ,Đã bỏ rồi.,Bỏ!,SOURCE_FULL_TRANSLATED_ONLY,"Thông báo hoàn tất bỏ bài"
PRGPACK.BDP,0x304a8,セリフ速度,Tốc độ lời thoại,Tốc,SOURCE_FULL_TRANSLATED_ONLY,"Nhãn cài đặt"
PRGPACK.BDP,0x304b4,セリフ表示,Hiển thị lời thoại,Thoại,SOURCE_FULL_TRANSLATED_ONLY,"Nhãn cài đặt"
PRGPACK.BDP,0x304c0,ボイス,Lồng tiếng,âm,SOURCE_FULL_TRANSLATED_ONLY,"Nhãn cài đặt giọng thoại"
PRGPACK.BDP,0x304c8,アニメーション,Hoạt ảnh,H.ảnh,SOURCE_FULL_TRANSLATED_ONLY,"Nhãn cài đặt"
PRGPACK.BDP,0x304d8,終了ターン,Kết thúc lượt,Hết,SOURCE_FULL_TRANSLATED_ONLY,"Nhãn thao tác lượt"
PRGPACK.BDP,0x304e4,プレイヤー設定,Cài đặt người chơi,Cài đặt,SOURCE_FULL_TRANSLATED_ONLY,"Nhãn cài đặt"
PRGPACK.BDP,0x304f4,しんどう設定,Cài đặt rung,Rung,SOURCE_FULL_TRANSLATED_ONLY,"しんどう = rung phản hồi tay cầm"
PRGPACK.BDP,0x30504,１　（速い）,1 (Nhanh),1Nhanh,SOURCE_FULL_TRANSLATED_ONLY,"Tùy chọn tốc độ lời thoại"
PRGPACK.BDP,0x30514,２　（ふつう）,2 (Bình thường),2 Vừa,SOURCE_FULL_TRANSLATED_ONLY,"Tùy chọn tốc độ lời thoại"
PRGPACK.BDP,0x30600,   終了ターン,Kết thúc lượt,Hết,SOURCE_FULL_TRANSLATED_ONLY,"Biến thể có khoảng trắng đầu nguồn"
PRGPACK.BDP,0x30658,○ボタンをおしてね,Hãy nhấn nút ○.,Nhấn O,SOURCE_FULL_TRANSLATED_ONLY,"Giữ ký hiệu nút theo nguồn; runtime hiện dùng O"
PRGPACK.BDP,0x3066c,%sはコントローラ%sだよ！,%s dùng tay cầm %s!,%s tay %s,SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên hai token %s và thứ tự token"
