file,offset_hex,japanese,vi_accented,field_bytes,vi_bytes,free_bytes,source,category
PRGPACK.BDP,0x320c0,でももう持ち切れないみたい,Hết chỗ rồi,26,22,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x320dc,いらないカードを捨ててね,Bỏ thẻ thừa,24,22,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x32128,武器カードは,Thẻ VK,12,12,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x32138,手に入らなかったよ,Không có,18,16,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3214c,%d枚、手に入れたよ,Có %d thẻ,18,16,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x32160,武器カードを,Thẻ VK,12,12,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x32170,「%s」を捨てて、,"Bỏ %s,",16,10,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x32184,「%s」を手に入れたよ,Nhận %s,20,12,8,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3219c,「%s」を手に入れたけど,"Có %s, nhưng",22,22,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x321b4,捨てたよ,Bỏ!,8,6,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f688,酒場へようこそ,Chào!,14,10,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f698,ちょうどタイクツしてたんだ,Đang chán quá,26,26,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f6b4,わたしと一勝負してかないかい,Đấu với ta?,28,22,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f6d4,今からふるダイスの目がこのダイス,So số sắp gieo,32,28,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f6f8,より大きいかちいさいか当てるんだよ,Đoán lớn/nhỏ,34,24,10,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f71c,最初の賞品はこいつさ,Thưởng đầu,20,20,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f734,なんだい、もう終わりかい,Nghỉ rồi à?,24,22,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f750,…つまんないね,...Chán,14,14,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f764,やるね,Hay,6,6,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f76c,もう勝負は終わりだよ,Đấu xong,20,16,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f794,もう一勝負してくかい？,Đấu nữa?,22,16,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f7ac,つぎの賞品はこいつだよ,Thưởng tiếp,22,22,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f7c4,%d枚の武器カードが手に入ったよ,Nhận %d thẻ VK,30,26,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f7e4,でももう持ち切れないみたい,Hết chỗ rồi,26,22,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f800,いらないカードを捨ててね,Bỏ thẻ thừa,24,22,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f84c,武器カードは,Thẻ VK,12,12,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f85c,手に入らなかったよ,Không có,18,16,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f870,%d枚、手に入れたよ,Có %d thẻ,18,16,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f884,武器カードを,Thẻ VK,12,12,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f894,「%s」を捨てて、,"Bỏ %s,",16,10,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f8a8,「%s」を手に入れたよ,Nhận %s,20,12,8,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f8c0,「%s」を手に入れたけど,"Có %s, nhưng",22,22,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x3f8d8,捨てたよ,Bỏ!,8,6,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d278,酒場へようこそ,Chào!,14,10,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d288,ちょうどタイクツしてたんだ,Đang chán quá,26,26,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d2a4,わたしと一勝負してかないかい,Đấu với ta?,28,22,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d2c4,今からふるダイスの目がこのダイス,So số sắp gieo,32,28,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d2e8,より大きいかちいさいか当てるんだよ,Đoán lớn/nhỏ,34,24,10,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d30c,最初の賞品はこいつさ,Thưởng đầu,20,20,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d324,なんだい、もう終わりかい,Nghỉ rồi à?,24,22,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d340,…つまんないね,...Chán,14,14,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d354,やるね,Hay,6,6,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d35c,もう勝負は終わりだよ,Đấu xong,20,16,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d384,もう一勝負してくかい？,Đấu nữa?,22,16,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d39c,つぎの賞品はこいつだよ,Thưởng tiếp,22,22,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d3b4,%d枚の武器カードが手に入ったよ,Nhận %d thẻ VK,30,26,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d3d4,でももう持ち切れないみたい,Hết chỗ rồi,26,22,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d3f0,いらないカードを捨ててね,Bỏ thẻ thừa,24,22,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d43c,武器カードは,Thẻ VK,12,12,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d44c,手に入らなかったよ,Không có,18,16,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d460,%d枚、手に入れたよ,Có %d thẻ,18,16,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d474,武器カードを,Thẻ VK,12,12,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d484,「%s」を捨てて、,"Bỏ %s,",16,10,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d498,「%s」を手に入れたよ,Nhận %s,20,12,8,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d4b0,「%s」を手に入れたけど,"Có %s, nhưng",22,22,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x4d4c8,捨てたよ,Bỏ!,8,6,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5af4c,酒場へようこそ,Chào!,14,10,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5af5c,ちょうどタイクツしてたんだ,Đang chán quá,26,26,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5af78,わたしと一勝負してかないかい,Đấu với ta?,28,22,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5af98,今からふるダイスの目がこのダイス,So số sắp gieo,32,28,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5afbc,より大きいかちいさいか当てるんだよ,Đoán lớn/nhỏ,34,24,10,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5afe0,最初の賞品はこいつさ,Thưởng đầu,20,20,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5aff8,なんだい、もう終わりかい,Nghỉ rồi à?,24,22,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b014,…つまんないね,...Chán,14,14,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b028,やるね,Hay,6,6,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b030,もう勝負は終わりだよ,Đấu xong,20,16,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b058,もう一勝負してくかい？,Đấu nữa?,22,16,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b070,つぎの賞品はこいつだよ,Thưởng tiếp,22,22,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b088,%d枚の武器カードが手に入ったよ,Nhận %d thẻ VK,30,26,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b0a8,でももう持ち切れないみたい,Hết chỗ rồi,26,22,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b0c4,いらないカードを捨ててね,Bỏ thẻ thừa,24,22,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b110,武器カードは,Thẻ VK,12,12,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b120,手に入らなかったよ,Không có,18,16,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b134,%d枚、手に入れたよ,Có %d thẻ,18,16,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b148,武器カードを,Thẻ VK,12,12,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b158,「%s」を捨てて、,"Bỏ %s,",16,10,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b16c,「%s」を手に入れたよ,Nhận %s,20,12,8,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b184,「%s」を手に入れたけど,"Có %s, nhưng",22,22,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x5b19c,捨てたよ,Bỏ!,8,6,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x674d0,手に入れたよ,Đã có,12,10,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x674e0,手持ちの武器カードがいっぱいだよ,Thẻ VK đã đầy,32,26,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67504,なにか捨ててね,Bỏ bớt,14,12,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67540,この土地を買うよ,Mua đất,16,14,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67558,かいしめ,Thâu,8,8,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x675dc,通行税%dゼニーはらってね,Nộp %d lộ phí,24,24,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x675f8,武器カードをもらえるよ,Nhận thẻ VK,22,22,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67610,イベントカードをもらえるよ,Nhận thẻ SK,26,22,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67644,修道会が戦いを止めてくれたよ,Tu viện ngăn,28,24,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67664,戦いをしかけることができるよ,Thách đấu được,28,28,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x677e4,%dゼニーもとられちゃった,mất %d Zenny,24,22,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67800,所得税,TN,6,4,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67808,お金がないから,Cạn quỹ,14,14,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67818,関係なかったみたい,Không sao,18,18,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x6782c,土地税,TĐ,6,4,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67834,土地を一つも持ってないから,chưa có đất,26,22,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67850,プール金取得,Quỹ,12,6,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67860,%dゼニーもらっちゃった,Nhận %d Z,22,16,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67878,税金たまってないじゃない,Chưa có thuế,24,24,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67894,タイミング悪すぎぃ,xui quá,18,14,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x678a8,あーあ,Ôi,6,4,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x678d4,分岐マスだよ,Ngã rẽ,12,12,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x678e4,ルートを切りかえる？,Đổi đường?,20,20,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67920,ルートを切りかえたよ,Đã đổi,20,12,8,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x6793c,このままにしとくわよ,Giữ nguyên,20,20,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67954,ルートを切りかえるね,Đổi đường,20,18,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x6796c,売却,B.,4,4,0,BATCH39_MASTER_CLOSURE_0.6.49.0.csv,batch40-new-exact
PRGPACK.BDP,0x67974,抵当,TC,4,4,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67980,４倍にするよ！,Tăngx4!,14,14,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67990,通行税を,Phí,8,6,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x6799c,武器カードを,Thẻ VK,12,12,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x679ac,イベントカードを,Thẻ SK,16,12,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x679c0,自分が止まると,Dừng,14,8,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x679d0,ことがあるよ！,có thể!,14,14,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x679e0,戦いをさけられる,Tránh,16,10,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x679f4,建てれば、その土地の,Nếu dựng,20,16,4,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67a0c,ことができるよ！,có thể!,16,14,2,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67a20,して戦闘をしかける,Thách đấu,18,18,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67a34,あいての体力をひくく,Giảm HP,20,14,6,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
PRGPACK.BDP,0x67a4c,くれるよ！,Được!,10,10,0,BATCH37_NEW_EXACT_OFFSET_0.6.47.0.csv,batch40-new-exact
