file,offset_hex,japanese,vi_full,vi_runtime_current,status,note
PRGPACK.BDP,0x32070,もう一勝負してくかい？,Làm thêm một ván nữa chứ?,Đấu nữa?,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x32088,つぎの賞品はこいつだよ,Phần thưởng tiếp theo là thứ này.,Thưởng tiếp,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x320a0,%d枚の武器カードが手に入ったよ,Bạn nhận được %d Thẻ Vũ khí.,Nhận %d thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %d; bản lặp exact-offset"
PRGPACK.BDP,0x320c0,でももう持ち切れないみたい,"Nhưng có vẻ bạn không mang thêm được nữa.",Hết chỗ rồi,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x320dc,いらないカードを捨ててね,Hãy bỏ những lá bài không cần.,Bỏ thẻ thừa,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x32128,武器カードは,Thẻ Vũ khí thì...,Thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bản lặp exact-offset"
PRGPACK.BDP,0x32138,手に入らなかったよ,Bạn không nhận được lá nào.,Không có,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3214c,%d枚、手に入れたよ,Bạn nhận được %d lá.,Có %d thẻ,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %d; bản lặp exact-offset"
PRGPACK.BDP,0x32160,武器カードを,Thẻ Vũ khí...,Thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bản lặp exact-offset"
PRGPACK.BDP,0x32170,「%s」を捨てて、,"Bỏ “%s” đi, rồi...","Bỏ %s,",SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s; bản lặp exact-offset"
PRGPACK.BDP,0x32184,「%s」を手に入れたよ,Bạn nhận được “%s”.,Nhận %s,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s; bản lặp exact-offset"
PRGPACK.BDP,0x3219c,「%s」を手に入れたけど,"Bạn nhận được “%s”, nhưng...","Có %s, nhưng",SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s; bản lặp exact-offset"
PRGPACK.BDP,0x321b4,捨てたよ,Đã bỏ rồi.,Bỏ!,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3f688,酒場へようこそ,Chào mừng đến quán rượu.,Chào!,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3f698,ちょうどタイクツしてたんだ,Đúng lúc tôi đang chán đây.,Đang chán quá,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3f6b4,わたしと一勝負してかないかい,Làm một ván với tôi trước khi đi chứ?,Đấu với ta?,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3f6d4,今からふるダイスの目がこのダイス,Hãy đoán xem mặt xúc xắc sắp gieo so với mặt xúc xắc này...,So số sắp gieo,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bản lặp exact-offset"
PRGPACK.BDP,0x3f6f8,より大きいかちいさいか当てるんだよ,...sẽ lớn hơn hay nhỏ hơn nhé.,Đoán lớn/nhỏ,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bản lặp exact-offset"
PRGPACK.BDP,0x3f71c,最初の賞品はこいつさ,Phần thưởng đầu tiên là thứ này.,Thưởng đầu,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3f734,なんだい、もう終わりかい,"Sao thế, nghỉ luôn rồi à?",Nghỉ rồi à?,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3f750,…つまんないね,…Chán thật đấy.,...Chán,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3f764,やるね,Khá lắm!,Hay,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3f76c,もう勝負は終わりだよ,Ván đấu kết thúc rồi.,Đấu xong,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3f794,もう一勝負してくかい？,Làm thêm một ván nữa chứ?,Đấu nữa?,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3f7ac,つぎの賞品はこいつだよ,Phần thưởng tiếp theo là thứ này.,Thưởng tiếp,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3f7c4,%d枚の武器カードが手に入ったよ,Bạn nhận được %d Thẻ Vũ khí.,Nhận %d thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %d; bản lặp exact-offset"
PRGPACK.BDP,0x3f7e4,でももう持ち切れないみたい,"Nhưng có vẻ bạn không mang thêm được nữa.",Hết chỗ rồi,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3f800,いらないカードを捨ててね,Hãy bỏ những lá bài không cần.,Bỏ thẻ thừa,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3f84c,武器カードは,Thẻ Vũ khí thì...,Thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bản lặp exact-offset"
PRGPACK.BDP,0x3f85c,手に入らなかったよ,Bạn không nhận được lá nào.,Không có,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x3f870,%d枚、手に入れたよ,Bạn nhận được %d lá.,Có %d thẻ,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %d; bản lặp exact-offset"
PRGPACK.BDP,0x3f884,武器カードを,Thẻ Vũ khí...,Thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bản lặp exact-offset"
PRGPACK.BDP,0x3f894,「%s」を捨てて、,"Bỏ “%s” đi, rồi...","Bỏ %s,",SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s; bản lặp exact-offset"
PRGPACK.BDP,0x3f8a8,「%s」を手に入れたよ,Bạn nhận được “%s”.,Nhận %s,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s; bản lặp exact-offset"
PRGPACK.BDP,0x3f8c0,「%s」を手に入れたけど,"Bạn nhận được “%s”, nhưng...","Có %s, nhưng",SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s; bản lặp exact-offset"
PRGPACK.BDP,0x3f8d8,捨てたよ,Đã bỏ rồi.,Bỏ!,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x4d278,酒場へようこそ,Chào mừng đến quán rượu.,Chào!,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x4d288,ちょうどタイクツしてたんだ,Đúng lúc tôi đang chán đây.,Đang chán quá,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x4d2a4,わたしと一勝負してかないかい,Làm một ván với tôi trước khi đi chứ?,Đấu với ta?,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x4d2c4,今からふるダイスの目がこのダイス,Hãy đoán xem mặt xúc xắc sắp gieo so với mặt xúc xắc này...,So số sắp gieo,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bản lặp exact-offset"
PRGPACK.BDP,0x4d2e8,より大きいかちいさいか当てるんだよ,...sẽ lớn hơn hay nhỏ hơn nhé.,Đoán lớn/nhỏ,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bản lặp exact-offset"
PRGPACK.BDP,0x4d30c,最初の賞品はこいつさ,Phần thưởng đầu tiên là thứ này.,Thưởng đầu,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x4d324,なんだい、もう終わりかい,"Sao thế, nghỉ luôn rồi à?",Nghỉ rồi à?,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x4d340,…つまんないね,…Chán thật đấy.,...Chán,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x4d354,やるね,Khá lắm!,Hay,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x4d35c,もう勝負は終わりだよ,Ván đấu kết thúc rồi.,Đấu xong,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x4d384,もう一勝負してくかい？,Làm thêm một ván nữa chứ?,Đấu nữa?,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x4d39c,つぎの賞品はこいつだよ,Phần thưởng tiếp theo là thứ này.,Thưởng tiếp,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x4d3b4,%d枚の武器カードが手に入ったよ,Bạn nhận được %d Thẻ Vũ khí.,Nhận %d thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %d; bản lặp exact-offset"
PRGPACK.BDP,0x4d3d4,でももう持ち切れないみたい,"Nhưng có vẻ bạn không mang thêm được nữa.",Hết chỗ rồi,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x4d3f0,いらないカードを捨ててね,Hãy bỏ những lá bài không cần.,Bỏ thẻ thừa,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x4d43c,武器カードは,Thẻ Vũ khí thì...,Thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bản lặp exact-offset"
PRGPACK.BDP,0x4d44c,手に入らなかったよ,Bạn không nhận được lá nào.,Không có,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x4d460,%d枚、手に入れたよ,Bạn nhận được %d lá.,Có %d thẻ,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %d; bản lặp exact-offset"
PRGPACK.BDP,0x4d474,武器カードを,Thẻ Vũ khí...,Thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bản lặp exact-offset"
PRGPACK.BDP,0x4d484,「%s」を捨てて、,"Bỏ “%s” đi, rồi...","Bỏ %s,",SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s; bản lặp exact-offset"
PRGPACK.BDP,0x4d498,「%s」を手に入れたよ,Bạn nhận được “%s”.,Nhận %s,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s; bản lặp exact-offset"
PRGPACK.BDP,0x4d4b0,「%s」を手に入れたけど,"Bạn nhận được “%s”, nhưng...","Có %s, nhưng",SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s; bản lặp exact-offset"
PRGPACK.BDP,0x4d4c8,捨てたよ,Đã bỏ rồi.,Bỏ!,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x5af4c,酒場へようこそ,Chào mừng đến quán rượu.,Chào!,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x5af5c,ちょうどタイクツしてたんだ,Đúng lúc tôi đang chán đây.,Đang chán quá,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x5af78,わたしと一勝負してかないかい,Làm một ván với tôi trước khi đi chứ?,Đấu với ta?,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x5af98,今からふるダイスの目がこのダイス,Hãy đoán xem mặt xúc xắc sắp gieo so với mặt xúc xắc này...,So số sắp gieo,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bản lặp exact-offset"
PRGPACK.BDP,0x5afbc,より大きいかちいさいか当てるんだよ,...sẽ lớn hơn hay nhỏ hơn nhé.,Đoán lớn/nhỏ,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bản lặp exact-offset"
PRGPACK.BDP,0x5afe0,最初の賞品はこいつさ,Phần thưởng đầu tiên là thứ này.,Thưởng đầu,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x5aff8,なんだい、もう終わりかい,"Sao thế, nghỉ luôn rồi à?",Nghỉ rồi à?,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x5b014,…つまんないね,…Chán thật đấy.,...Chán,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x5b028,やるね,Khá lắm!,Hay,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x5b030,もう勝負は終わりだよ,Ván đấu kết thúc rồi.,Đấu xong,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x5b058,もう一勝負してくかい？,Làm thêm một ván nữa chứ?,Đấu nữa?,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x5b070,つぎの賞品はこいつだよ,Phần thưởng tiếp theo là thứ này.,Thưởng tiếp,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x5b088,%d枚の武器カードが手に入ったよ,Bạn nhận được %d Thẻ Vũ khí.,Nhận %d thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %d; bản lặp exact-offset"
PRGPACK.BDP,0x5b0a8,でももう持ち切れないみたい,"Nhưng có vẻ bạn không mang thêm được nữa.",Hết chỗ rồi,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x5b0c4,いらないカードを捨ててね,Hãy bỏ những lá bài không cần.,Bỏ thẻ thừa,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x5b110,武器カードは,Thẻ Vũ khí thì...,Thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bản lặp exact-offset"
PRGPACK.BDP,0x5b120,手に入らなかったよ,Bạn không nhận được lá nào.,Không có,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
PRGPACK.BDP,0x5b134,%d枚、手に入れたよ,Bạn nhận được %d lá.,Có %d thẻ,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %d; bản lặp exact-offset"
PRGPACK.BDP,0x5b148,武器カードを,Thẻ Vũ khí...,Thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"Mảnh câu; bản lặp exact-offset"
PRGPACK.BDP,0x5b158,「%s」を捨てて、,"Bỏ “%s” đi, rồi...","Bỏ %s,",SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s; bản lặp exact-offset"
PRGPACK.BDP,0x5b16c,「%s」を手に入れたよ,Bạn nhận được “%s”.,Nhận %s,SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s; bản lặp exact-offset"
PRGPACK.BDP,0x5b184,「%s」を手に入れたけど,"Bạn nhận được “%s”, nhưng...","Có %s, nhưng",SOURCE_FULL_TRANSLATED_ONLY,"Giữ token %s; bản lặp exact-offset"
PRGPACK.BDP,0x5b19c,捨てたよ,Đã bỏ rồi.,Bỏ!,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset"
