file,offset_hex,japanese,vi_full,vi_game_current,status,note
SLPS_020.75,0xa14,所持金の２０％とられるよ,Bạn sẽ mất 20% số tiền đang có.,MAT20% TIEN,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xa30,土地税マスに止まっちゃった！,Bạn dừng trúng ô Thuế đất!,O THUE DAT!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xa50,土地代の２０％とられるよ,Bạn sẽ mất 20% giá trị đất.,MAT20% DAT,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xa6c,聖地マスに止まったよ！,Bạn đã dừng ở ô Thánh địa!,O THANH DIA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xa84,たまった税金をあげるね！！,Bạn nhận được toàn bộ tiền thuế đã tích lũy!!,NHAN THUE GOM,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xaa0,どこにいっちゃうのかしら,Không biết bạn sẽ đi đâu nhỉ.,DI DAU DAY?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xabc,%sは一回休みよ！,%s phải nghỉ một lượt!,%s NGHI1,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xad0,%sの番よ！,Đến lượt %s!,LUOT%s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xadc,おまたせ！,Đợi lâu rồi nhé!,XONG!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xae8,ほかの人と同じマスに止まったよ,Bạn đã dừng cùng ô với người khác.,TRUNG O NGUOI,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xb08,戦いをしかけるよね？,Bạn muốn khiêu chiến chứ?,THACH DAU?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xdf8,「%s」を捨てて,Bỏ “%s”.,BO %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xe08,「%s」を手に入れたよ,Bạn nhận được “%s”.,NHAN %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xe20,「%s」を手に入れたけど,"Bạn nhận được “%s”, nhưng...",NHAN %s ROI,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xe38,捨てたよ,Đã bỏ rồi.,BO!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xe54,これでいい？,Thế này được chứ?,DONGY?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xe64,はい　　いいえ,Có    Không,CO/KO,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xe9c,使用するカードをえらんでね,Hãy chọn lá bài muốn dùng.,CHON THE DUNG,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0xeb8,「%s」を使うね,Dùng “%s” nhé.,DUNG %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1130,サンダー,Sấm Sét,SAM,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1158,ハリケーン,Cuồng Phong,BAO,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x117c,クロスボウ,Nỏ,NO,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x11a0,ロングソード,Trường Kiếm,KIEM,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x11e0,ハンマー,Búa,BUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x11ec,運がよければ敵を倒せるかも,"Nếu may mắn, có thể hạ gục đối thủ.",MAY HA DICH,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1208,特殊　速度６　使い捨て,Đặc biệt - Tốc độ 6 - Dùng một lần,DB SPD6 1L,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1220,いちかばちか,"Được ăn cả, ngã về không!",LIU!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1230,あいてのカード一枚を破壊する,Phá hủy một lá bài của đối thủ.,PHA THE DICH,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1260,ポリタンがみがわりに！？,Politan sẽ thế thân cho bạn!?,POLITAN DO,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x127c,防御　速度７　使い捨て,Phòng thủ - Tốc độ 7 - Dùng một lần,DEF SPD7 1L,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1294,みがわり,Thế Thân,DON,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x13b0,封いんされた魔法,Ma Pháp Bị Phong Ấn,PHONGAN,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x13e0,ダークメテオ,Ám Thiên Thạch,METEOR,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1408,伝説の聖剣,Thánh Kiếm Huyền Thoại,KIEM,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x142c,エクスカリバー,Excalibur,EXCAL,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x143c,死亡するとＨＰ１００で復活,"Khi tử trận, hồi sinh với 100 HP.",HOISINH100HP,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1458,復活の霊薬,Linh Dược Hồi Sinh,HSINH,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1464,最強の魔法,Ma Pháp Tối Thượng,PHEP+,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x148c,メテオフォール,Mưa Thiên Thạch,METEOR,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x149c,最強の弓,Cung Tối Thượng,CUNG,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x14c0,ほのおの弓,Cung Lửa,LUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x14cc,最強の魔剣,Ma Kiếm Tối Thượng,MAKI,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x14f0,魔剣ムラマサ,Ma Kiếm Muramasa,MURAMA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1500,あいての命中率を落とす,Giảm tỷ lệ trúng đòn của đối thủ.,GIAM CX,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1518,まどわしの玉,Ngọc Mê Hoặc,NGOCME,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1528,指定武器カード１枚を盗む,Trộm một Thẻ Vũ khí chỉ định.,CUOP THE VK,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1560,盗賊のオーブ,Ngọc Đạo Tặc,DAO,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x158c,アースクエイク,Địa Chấn,DONGDAT,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x15b4,ストームソード,Kiếm Bão Tố,KIEMBAO,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x15c4,攻撃力を２倍にアップさせる,Tăng gấp đôi sức tấn công.,ATK X2,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x15e0,力の指輪,Nhẫn Sức Mạnh,NHAN,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x15ec,ＨＰを６０回復する,Hồi 60 HP.,HOI60HP,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1600,いやしのうた,Khúc Ca Trị Liệu,CHUAHP,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1628,フェザーレイ,Feather Ray,FEATHR,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1638,ダメージの１／２を奪う,Hút một nửa sát thương.,HUT 1/2 DMG,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1668,ブラッドスピア,Huyết Thương,GIAOMAU,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1678,アイテムを使えなくする,Vô hiệu hóa việc sử dụng vật phẩm.,KHOA DO,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x1690,使い捨てアイテム,Vật phẩm dùng một lần,DO 1 LAN,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x16a4,アイテム封じ,Phong Ấn Vật Phẩm,KHOADO,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x16b4,クリティカルがでやすい,Dễ tung đòn chí mạng.,DE CHI MANG,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
SLPS_020.75,0x16e8,スノーストーム,Bão Tuyết,BAOTUYET,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x16f8,速度が速い,Tốc độ cao,TOCDO,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x171c,せつなの剣,Kiếm Chớp Nhoáng,KIEMNHANH,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x1728,ダメージを１／２にへらす,Giảm sát thương còn một nửa,GIAM1/2DMG,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x1744,使い捨て防御アイテム,Vật phẩm phòng thủ dùng một lần,THU 1 LAN,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x175c,シールド,Khiên,KHIEN,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
SLPS_020.75,0x1768,ＨＰを３０回復する,Hồi 30 HP,HOI30HP,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
