file,offset_hex,japanese,vi_full,vi_runtime_current,status,note
SLPS_020.75,0x1458,復活の霊薬,Linh Dược Hồi Sinh,Sống,SOURCE_FULL_TRANSLATED_ONLY,"Tên vật phẩm"
SLPS_020.75,0x1464,最強の魔法,Phép Thuật Mạnh Nhất,Phép+,SOURCE_FULL_TRANSLATED_ONLY,"Tên/mô tả phép"
SLPS_020.75,0x148c,メテオフォール,Mưa Thiên Thạch,Meteor,SOURCE_FULL_TRANSLATED_ONLY,"Meteor Fall"
SLPS_020.75,0x149c,最強の弓,Cây Cung Mạnh Nhất,Cung,SOURCE_FULL_TRANSLATED_ONLY,"Tên/mô tả vũ khí"
SLPS_020.75,0x14c0,ほのおの弓,Cung Lửa,C.lửa,SOURCE_FULL_TRANSLATED_ONLY,"Tên vũ khí"
SLPS_020.75,0x14cc,最強の魔剣,Ma Kiếm Mạnh Nhất,Ma,SOURCE_FULL_TRANSLATED_ONLY,"Tên/mô tả vũ khí"
SLPS_020.75,0x14f0,魔剣ムラマサ,Ma Kiếm Muramasa,Murama,SOURCE_FULL_TRANSLATED_ONLY,"Giữ tên riêng Muramasa"
SLPS_020.75,0x1500,あいての命中率を落とす,Giảm độ chính xác của đối thủ.,Giảm CX,SOURCE_FULL_TRANSLATED_ONLY,"Mô tả hiệu ứng"
SLPS_020.75,0x1518,まどわしの玉,Ngọc Mê Hoặc,Ngọc,SOURCE_FULL_TRANSLATED_ONLY,"Tên vật phẩm"
SLPS_020.75,0x1528,指定武器カード１枚を盗む,Trộm 1 Thẻ Vũ khí được chỉ định.,Cướp thẻ VK,SOURCE_FULL_TRANSLATED_ONLY,"Mô tả hiệu ứng"
SLPS_020.75,0x1560,盗賊のオーブ,Quả Cầu Đạo Tặc,Trộm,SOURCE_FULL_TRANSLATED_ONLY,"Tên vật phẩm"
SLPS_020.75,0x158c,アースクエイク,Động Đất,Đ.đất,SOURCE_FULL_TRANSLATED_ONLY,"Earthquake"
SLPS_020.75,0x15b4,ストームソード,Kiếm Bão,K.bão,SOURCE_FULL_TRANSLATED_ONLY,"Storm Sword"
SLPS_020.75,0x15c4,攻撃力を２倍にアップさせる,Tăng sức tấn công lên gấp đôi.,Công x2,SOURCE_FULL_TRANSLATED_ONLY,"Giữ hệ số x2"
SLPS_020.75,0x15e0,力の指輪,Nhẫn Sức Mạnh,Lực,SOURCE_FULL_TRANSLATED_ONLY,"Tên vật phẩm"
SLPS_020.75,0x15ec,ＨＰを６０回復する,Hồi 60 HP.,Hồi 60HP,SOURCE_FULL_TRANSLATED_ONLY,"Giữ giá trị 60 HP"
SLPS_020.75,0x1600,いやしのうた,Khúc Ca Hồi Phục,Hồi HP,SOURCE_FULL_TRANSLATED_ONLY,"Tên kỹ năng/item"
SLPS_020.75,0x1628,フェザーレイ,Feather Ray,Feath,SOURCE_FULL_TRANSLATED_ONLY,"Tên riêng kỹ năng"
SLPS_020.75,0x1638,ダメージの１／２を奪う,Hút một nửa sát thương.,Hút 1/2 DMG,SOURCE_FULL_TRANSLATED_ONLY,"Giữ tỷ lệ 1/2; không suy diễn thêm mục tiêu"
SLPS_020.75,0x1668,ブラッドスピア,Huyết Thương,G.Máu,SOURCE_FULL_TRANSLATED_ONLY,"Blood Spear"
SLPS_020.75,0x1678,アイテムを使えなくする,Vô hiệu hóa việc sử dụng vật phẩm.,Khóa đồ,SOURCE_FULL_TRANSLATED_ONLY,"Mô tả hiệu ứng; không tự thêm chủ thể"
SLPS_020.75,0x1690,使い捨てアイテム,Vật Phẩm Dùng Một Lần,Đồ 1L,SOURCE_FULL_TRANSLATED_ONLY,"Loại item"
SLPS_020.75,0x16a4,アイテム封じ,Phong Ấn Vật Phẩm,Khóa,SOURCE_FULL_TRANSLATED_ONLY,"Tên hiệu ứng"
SLPS_020.75,0x16b4,クリティカルがでやすい,Dễ tung đòn chí mạng hơn.,Hay CM,SOURCE_FULL_TRANSLATED_ONLY,"Mô tả hiệu ứng"
SLPS_020.75,0x16e8,スノーストーム,Bão Tuyết,B.tuyết,SOURCE_FULL_TRANSLATED_ONLY,"Snow Storm"
SLPS_020.75,0x16f8,速度が速い,Tốc độ cao.,Nhanh,SOURCE_FULL_TRANSLATED_ONLY,"Mô tả thuộc tính"
SLPS_020.75,0x171c,せつなの剣,Kiếm Setsuna,Kiếm,SOURCE_FULL_TRANSLATED_ONLY,"Giữ Setsuna như tên riêng để tránh đoán nghĩa tên vũ khí"
SLPS_020.75,0x1728,ダメージを１／２にへらす,Giảm sát thương còn một nửa.,Giảm 1/2 DMG,SOURCE_FULL_TRANSLATED_ONLY,"Giữ tỷ lệ 1/2"
SLPS_020.75,0x1744,使い捨て防御アイテム,Vật Phẩm Phòng Thủ Dùng Một Lần,Thủ 1 lần,SOURCE_FULL_TRANSLATED_ONLY,"Loại item"
SLPS_020.75,0x175c,シールド,Khiên,Mộc,SOURCE_FULL_TRANSLATED_ONLY,"Shield"
SLPS_020.75,0x177c,使い捨て回復アイテム,Vật Phẩm Hồi Phục Dùng Một Lần,Hồi 1 lần,SOURCE_FULL_TRANSLATED_ONLY,"Loại item"
SLPS_020.75,0x1818,ジプシータロウ,Gypsy Taro,Gypsy,SOURCE_FULL_TRANSLATED_ONLY,"Giữ dạng tên riêng theo katakana"
SLPS_020.75,0x1828,バトルアックス,Rìu Chiến,Rìu đấu,SOURCE_FULL_TRANSLATED_ONLY,"Battle Axe"
SLPS_020.75,0x1838,レイピア,Rapier,Rapi,SOURCE_FULL_TRANSLATED_ONLY,"Tên vũ khí"
SLPS_020.75,0x18a4,ジャンビーヤ,Jambiya,Jambia,SOURCE_FULL_TRANSLATED_ONLY,"Tên vũ khí"
SLPS_020.75,0x18cc,クレイモア,Claymore,Claym,SOURCE_FULL_TRANSLATED_ONLY,"Tên vũ khí"
SLPS_020.75,0x18f0,ボーイナイフ,Bowie Knife,Bowie,SOURCE_FULL_TRANSLATED_ONLY,"Tên vũ khí"
SLPS_020.75,0x1900,基本武器,Vũ Khí Cơ Bản,VKCB,SOURCE_FULL_TRANSLATED_ONLY,"Phân loại vũ khí"
SLPS_020.75,0x190c,ダメージ,Sát Thương,Sát,SOURCE_FULL_TRANSLATED_ONLY,"Nhãn chỉ số"
SLPS_020.75,0x1918,武器破壊,Phá Hủy Vũ Khí,Phá,SOURCE_FULL_TRANSLATED_ONLY,"Tên hiệu ứng"
SLPS_020.75,0x195c,Ｌ/V%d（あと/V%d）,Lv/V%d (còn /V%d),L/V%d C/V%d,SOURCE_FULL_TRANSLATED_ONLY,"Giữ nguyên hai chuỗi token /V%d và thứ tự"
SLPS_020.75,0x1970,ランダム武器破壊,Phá Vũ Khí Ngẫu Nhiên,Phá VK,SOURCE_FULL_TRANSLATED_ONLY,"Tên hiệu ứng"
SLPS_020.75,0x1984,指定武器破壊,Phá Vũ Khí Chỉ Định,Phá VK,SOURCE_FULL_TRANSLATED_ONLY,"Tên hiệu ứng"
SLPS_020.75,0x1994,指定武器取得,Nhận Vũ Khí Chỉ Định,Lấy VK,SOURCE_FULL_TRANSLATED_ONLY,"Tên hiệu ứng"
SLPS_020.75,0x1a48,ボーイナイフ,Bowie Knife,Bowie,SOURCE_FULL_TRANSLATED_ONLY,"Bản lặp exact-offset của tên vũ khí"
